investor_id,num_sips,avg_gap_days,max_gap_days,at_risk,total_invested
INV002575,9,56.1,128,Yes,155419
INV002579,6,40.8,71,Yes,136656
INV002582,6,77.4,173,Yes,18333
INV002585,6,65.0,124,Yes,46894
INV002586,6,87.2,168,Yes,73304
INV002590,10,50.2,125,Yes,151056
INV002591,6,52.2,139,Yes,29695
INV002594,6,94.0,244,Yes,98891
INV002598,9,51.4,179,Yes,121198
INV002602,8,66.0,151,Yes,95414
INV002606,6,89.6,248,Yes,73666
INV002613,8,65.0,143,Yes,23849
INV002622,7,76.7,244,Yes,64167
INV002627,6,85.0,182,Yes,40609
INV002628,6,77.0,322,Yes,42616
INV002632,8,65.6,180,Yes,70430
INV002640,7,70.0,153,Yes,66928
INV002643,6,74.2,229,Yes,32343
INV002645,7,45.2,133,Yes,89681
INV002654,8,61.9,115,Yes,97131
INV002659,7,62.3,224,Yes,96575
INV002666,7,53.2,100,Yes,50807
INV002671,7,77.2,163,Yes,121426
INV002673,8,65.0,147,Yes,205287
INV002674,6,75.8,153,Yes,109896
INV002675,8,63.9,138,Yes,104247
INV002681,7,83.7,161,Yes,77813
INV002684,6,80.6,266,Yes,81047
INV002688,9,37.0,122,Yes,127567
INV002689,8,50.0,115,Yes,78790
INV002693,7,45.8,72,Yes,166843
INV002697,7,55.3,199,Yes,61207
INV002700,7,79.8,140,Yes,40488
INV002704,8,59.1,139,Yes,75458
INV002705,8,22.6,70,Yes,53493
INV002706,6,73.6,133,Yes,69684
INV002711,8,65.6,230,Yes,73628
INV002712,11,46.8,174,Yes,102129
INV002722,6,61.4,178,Yes,36876
INV002723,9,37.8,102,Yes,44585
INV002724,6,76.6,187,Yes,94701
INV002726,8,45.6,84,Yes,41222
INV002732,8,70.7,151,Yes,96854
INV002733,8,51.6,150,Yes,56424
INV002735,7,68.2,136,Yes,88635
INV002736,6,70.6,323,Yes,64757
INV002737,8,58.4,104,Yes,102279
INV002743,6,88.2,190,Yes,40865
INV002744,10,52.9,139,Yes,64967
INV002746,8,68.0,206,Yes,48769
INV002750,6,72.4,254,Yes,54778
INV002751,7,41.5,102,Yes,95314
INV002758,6,81.0,263,Yes,100322
INV002761,6,80.6,312,Yes,61101
INV002766,6,70.6,151,Yes,73612
INV002767,7,55.3,145,Yes,54936
INV002769,7,82.0,141,Yes,149870
INV002772,7,74.5,168,Yes,59984
INV002779,6,64.2,151,Yes,120653
INV002783,7,64.0,126,Yes,63570
INV002786,7,76.3,124,Yes,94391
INV002793,7,59.3,125,Yes,73091
INV002794,7,56.2,111,Yes,62084
INV002799,6,70.8,129,Yes,77732
INV002800,7,63.5,108,Yes,92767
INV002803,7,64.8,176,Yes,32936
INV002804,8,59.9,209,Yes,50641
INV002808,7,59.7,120,Yes,114782
INV002809,6,81.4,276,Yes,27992
INV002810,8,32.3,139,Yes,198382
INV002813,7,49.0,149,Yes,58938
INV002822,7,53.0,108,Yes,79723
INV002824,7,71.8,223,Yes,129424
INV002826,6,61.6,91,Yes,16841
INV002827,6,73.6,200,Yes,31630
INV002828,6,80.0,211,Yes,24496
INV002831,6,40.2,72,Yes,41114
INV002835,7,82.3,233,Yes,66597
INV002838,8,56.7,116,Yes,85390
INV002841,6,43.4,102,Yes,66169
INV002843,8,43.1,128,Yes,39772
INV002847,10,52.7,129,Yes,54971
INV002850,7,53.2,166,Yes,60216
INV002852,6,75.8,207,Yes,72731
INV002859,7,76.5,198,Yes,102010
INV002863,6,74.4,199,Yes,64141
INV002865,6,37.2,50,Yes,101007
INV002870,6,48.2,109,Yes,46965
INV002872,6,85.6,199,Yes,46749
INV002873,6,98.2,235,Yes,103488
INV002879,7,72.2,125,Yes,67219
INV002881,6,43.6,110,Yes,73870
INV002883,6,96.0,176,Yes,127978
INV002886,7,44.3,137,Yes,111958
INV002891,8,72.7,166,Yes,91856
INV002893,9,50.0,148,Yes,67163
INV002900,6,64.2,136,Yes,74395
INV002903,6,89.6,176,Yes,34145
INV002904,7,49.3,104,Yes,21362
INV002905,6,73.0,221,Yes,41724
INV002906,6,41.2,74,Yes,88578
INV002909,7,82.3,263,Yes,78147
INV002912,6,97.0,342,Yes,82487
INV002913,7,73.7,168,Yes,83828
INV002915,8,49.3,117,Yes,115638
INV002921,7,53.3,121,Yes,150805
INV002927,8,40.3,79,Yes,84741
INV002935,7,48.0,72,Yes,50280
INV002937,7,67.2,184,Yes,137371
INV002939,7,60.5,127,Yes,52116
INV002942,9,55.5,180,Yes,85118
INV002945,8,65.0,139,Yes,119666
INV002947,7,64.2,152,Yes,35512
INV002950,8,45.9,119,Yes,52718
INV002951,7,51.8,82,Yes,41135
INV002961,7,84.7,231,Yes,116671
INV002974,7,51.3,105,Yes,91467
INV002984,6,91.0,200,Yes,49158
INV002989,6,86.6,182,Yes,97001
INV002994,7,58.2,142,Yes,109553
INV003000,7,67.0,137,Yes,54577
INV003003,9,58.2,100,Yes,43344
INV003005,8,53.1,107,Yes,92598
INV003007,9,48.2,162,Yes,50688
INV003009,9,38.1,84,Yes,44642
INV003011,7,64.2,154,Yes,49243
INV003014,6,82.4,144,Yes,203009
INV003015,7,54.7,91,Yes,114153
INV003018,6,49.2,156,Yes,48461
INV003022,6,69.6,123,Yes,108990
INV003024,6,44.2,122,Yes,49549
INV003025,8,35.3,65,Yes,71546
INV003028,6,91.4,183,Yes,77674
INV003034,6,73.4,118,Yes,92731
INV003036,8,57.7,138,Yes,134774
INV003037,7,79.5,300,Yes,42399
INV003040,6,74.0,194,Yes,51162
INV003043,7,73.8,131,Yes,78142
INV003044,7,71.2,237,Yes,60913
INV003045,6,36.2,71,Yes,32392
INV003047,8,70.1,215,Yes,137083
INV003054,7,78.7,209,Yes,76249
INV003060,7,79.0,135,Yes,69534
INV003063,7,57.8,112,Yes,27315
INV003070,9,54.5,132,Yes,116790
INV003074,6,74.8,123,Yes,78967
INV003075,8,57.4,128,Yes,169132
INV003078,7,69.2,126,Yes,55176
INV003082,8,46.4,142,Yes,40228
INV003083,6,66.4,169,Yes,38189
INV003089,6,65.0,107,Yes,72760
INV003091,9,50.9,199,Yes,35993
INV003095,6,86.6,175,Yes,64248
INV003097,8,62.7,121,Yes,151274
INV003105,7,65.5,140,Yes,121433
INV003112,6,91.6,173,Yes,68105
INV003113,8,66.9,159,Yes,115572
INV003115,6,48.0,125,Yes,103814
INV003117,8,66.6,115,Yes,74326
INV003134,7,76.8,172,Yes,111805
INV003139,7,55.2,133,Yes,79357
INV003140,8,57.0,125,Yes,47273
INV003141,7,67.5,225,Yes,87927
INV003144,7,82.5,243,Yes,54671
INV003146,9,59.5,283,Yes,116340
INV003151,6,81.0,146,Yes,38290
INV003153,7,40.7,156,Yes,82703
INV003158,9,55.6,138,Yes,95466
INV003161,6,77.4,118,Yes,45870
INV003169,6,62.6,178,Yes,31020
INV003178,6,56.4,84,Yes,39480
INV003179,9,56.2,151,Yes,64309
INV003185,6,65.2,116,Yes,78275
INV003187,9,58.2,244,Yes,51008
INV003189,9,55.1,198,Yes,34519
INV003191,6,76.8,138,Yes,31967
INV003193,6,96.6,294,Yes,65353
INV003196,7,80.3,319,Yes,34448
INV003205,7,67.7,111,Yes,50635
INV003210,6,72.2,112,Yes,18851
INV003211,7,69.0,104,Yes,73285
INV003214,6,59.8,170,Yes,58100
INV003215,7,60.8,105,Yes,30900
INV003219,6,57.2,86,Yes,111640
INV003221,7,61.2,99,Yes,188581
INV003222,7,81.5,190,Yes,46924
INV003223,8,67.7,331,Yes,115743
INV003228,7,70.2,256,Yes,88333
INV003230,7,67.5,251,Yes,59960
INV003231,7,83.0,253,Yes,61212
INV003234,6,96.6,188,Yes,45926
INV003236,9,51.1,115,Yes,120464
INV003242,7,61.0,159,Yes,60420
INV003247,6,84.6,206,Yes,94982
INV003252,6,67.6,192,Yes,102990
INV003256,7,51.0,90,Yes,94745
INV003257,6,61.8,139,Yes,145848
INV003260,6,89.4,247,Yes,66384
INV003262,6,85.2,162,Yes,140022
INV003267,6,74.4,197,Yes,20825
INV003271,7,61.2,157,Yes,38769
INV003273,8,60.1,134,Yes,195095
INV003277,8,53.7,192,Yes,81268
INV003279,9,63.4,147,Yes,155774
INV003289,7,64.8,183,Yes,105165
INV003300,6,64.8,219,Yes,92258
INV003301,9,59.4,113,Yes,183141
INV003304,10,44.2,180,Yes,135315
INV003308,9,56.8,141,Yes,133172
INV003310,6,80.8,154,Yes,33878
INV003311,9,48.0,149,Yes,43171
INV003314,7,73.5,210,Yes,179149
INV003317,8,44.1,71,Yes,75540
INV003320,8,45.3,192,Yes,107141
INV003325,6,101.0,155,Yes,42846
INV003329,6,89.0,230,Yes,113204
INV003336,7,72.3,133,Yes,134860
INV003338,9,37.5,155,Yes,153954
INV003344,6,86.6,190,Yes,30966
INV003350,6,92.4,191,Yes,27929
INV003351,6,54.0,86,Yes,104400
INV003352,8,68.1,279,Yes,113976
INV003357,6,62.4,100,Yes,56022
INV003360,8,59.4,163,Yes,66401
INV003370,7,63.3,206,Yes,82199
INV003372,6,59.4,118,Yes,31020
INV003374,7,56.5,128,Yes,49043
INV003375,8,52.7,158,Yes,135524
INV003376,6,85.8,199,Yes,80609
INV003379,7,75.2,268,Yes,53335
INV003380,6,72.4,155,Yes,35744
INV003382,6,34.2,85,Yes,70423
INV003391,6,56.6,193,Yes,75689
INV003393,8,63.7,178,Yes,73545
INV003395,6,79.0,192,Yes,56160
INV003398,8,55.4,140,Yes,47267
INV003403,6,56.6,116,Yes,50522
INV003404,8,50.3,198,Yes,80637
INV003405,8,41.0,186,Yes,95007
INV003406,8,59.0,251,Yes,104922
INV003407,8,57.4,146,Yes,51571
INV003422,7,84.7,167,Yes,84910
INV003424,7,73.2,124,Yes,60522
INV003427,6,84.2,266,Yes,117717
INV003430,6,73.4,104,Yes,54715
INV003431,6,51.4,152,Yes,65461
INV003432,7,61.3,97,Yes,63809
INV003435,7,73.8,140,Yes,94339
INV003437,6,91.2,226,Yes,43627
INV003448,7,74.5,200,Yes,22057
INV003450,10,47.7,158,Yes,140759
INV003455,7,35.5,76,Yes,79732
INV003457,7,60.5,117,Yes,75273
INV003458,8,67.9,206,Yes,35913
INV003459,6,59.4,113,Yes,42636
INV003473,6,95.8,213,Yes,40058
INV003475,9,56.0,155,Yes,75542
INV003478,9,56.6,195,Yes,135853
INV003479,8,65.7,164,Yes,90730
INV003480,6,82.4,211,Yes,37752
INV003484,6,73.8,333,Yes,108256
INV003487,6,70.6,155,Yes,96051
INV003491,9,59.1,119,Yes,58181
INV003492,6,90.8,162,Yes,39990
INV003495,10,49.2,121,Yes,76439
INV003506,7,67.0,132,Yes,27834
INV003509,9,60.9,149,Yes,91824
INV003511,8,65.6,183,Yes,71560
INV003514,6,74.2,172,Yes,90699
INV003518,6,67.8,157,Yes,38843
INV003521,6,89.0,183,Yes,46547
INV003524,7,64.2,203,Yes,74739
INV003526,6,88.2,224,Yes,30478
INV003528,9,58.6,186,Yes,143222
INV003530,6,51.0,101,Yes,78084
INV003531,6,76.4,185,Yes,71480
INV003534,8,52.7,160,Yes,53508
INV003545,6,90.0,210,Yes,34569
INV003556,6,77.6,129,Yes,37784
INV003557,6,66.4,156,Yes,49343
INV003558,7,39.2,66,Yes,76056
INV003559,10,48.3,118,Yes,131836
INV003562,7,80.5,165,Yes,77371
INV003564,8,71.0,292,Yes,196080
INV003580,7,72.2,227,Yes,64406
INV003581,8,51.3,95,Yes,39296
INV003582,7,49.3,167,Yes,74240
INV003586,8,54.3,113,Yes,138874
INV003592,6,75.6,202,Yes,69765
INV003593,6,78.2,166,Yes,94754
INV003598,8,68.0,114,Yes,28496
INV003599,6,50.0,100,Yes,94188
INV003601,9,45.2,118,Yes,59029
INV003604,6,90.2,188,Yes,71928
INV003607,6,70.4,253,Yes,24597
INV003611,7,68.8,228,Yes,97349
INV003613,8,67.4,283,Yes,85140
INV003619,6,72.0,113,Yes,31477
INV003625,6,62.4,168,Yes,87326
INV003627,7,59.2,152,Yes,16009
INV003630,7,52.0,96,Yes,32857
INV003633,6,78.8,119,Yes,123491
INV003634,6,47.8,83,Yes,65193
INV003635,10,47.1,95,Yes,111446
INV003641,8,67.0,219,Yes,91123
INV003642,7,53.2,217,Yes,114117
INV003645,6,95.2,257,Yes,18205
INV003649,6,96.8,195,Yes,86339
INV003650,11,33.9,86,Yes,43669
INV003654,7,60.5,124,Yes,112702
INV003655,10,49.8,198,Yes,180197
INV003658,8,70.7,143,Yes,44354
INV003660,6,79.0,164,Yes,67446
INV003669,7,53.5,98,Yes,90038
INV003670,8,70.9,160,Yes,83061
INV003672,6,77.2,180,Yes,129739
INV003673,8,68.9,160,Yes,63876
INV003678,6,32.8,45,Yes,49783
INV003681,9,51.0,101,Yes,26004
INV003683,6,92.4,165,Yes,85416
INV003684,6,98.2,229,Yes,50536
INV003685,6,80.2,132,Yes,142912
INV003686,6,96.6,328,Yes,70889
INV003693,7,71.3,234,Yes,102514
INV003695,7,51.7,157,Yes,31236
INV003696,6,75.8,190,Yes,110522
INV003697,7,76.7,163,Yes,97774
INV003702,7,72.7,118,Yes,99074
INV003705,6,78.8,152,Yes,114828
INV003707,6,68.6,152,Yes,152934
INV003708,7,60.5,104,Yes,27823
INV003709,6,80.2,181,Yes,52354
INV003710,6,78.6,118,Yes,86512
INV003711,6,72.2,145,Yes,87930
INV003712,6,79.6,163,Yes,64551
INV003713,7,81.5,161,Yes,123416
INV003718,6,91.4,284,Yes,81262
INV003720,6,74.6,116,Yes,23110
INV003722,7,50.7,135,Yes,192710
INV003723,6,61.8,124,Yes,39630
INV003724,7,68.0,169,Yes,80168
INV003733,6,88.8,174,Yes,14893
INV003734,8,59.0,290,Yes,69855
INV003735,8,45.9,104,Yes,88089
INV003736,7,77.2,120,Yes,58959
INV003738,6,50.6,117,Yes,21307
INV003740,7,51.8,172,Yes,122048
INV003741,7,67.7,159,Yes,55275
INV003744,6,86.8,187,Yes,23676
INV003745,6,70.2,183,Yes,26414
INV003748,8,56.1,182,Yes,41447
INV003757,7,81.8,156,Yes,54152
INV003761,8,51.9,150,Yes,29681
INV003766,8,65.3,192,Yes,94475
INV003767,9,47.5,125,Yes,129327
INV003771,10,50.8,130,Yes,111757
INV003772,9,34.5,72,Yes,28922
INV003775,6,74.0,151,Yes,112218
INV003779,6,76.4,160,Yes,17001
INV003780,8,57.4,135,Yes,76001
INV003781,7,64.8,199,Yes,47391
INV003785,6,74.2,160,Yes,113979
INV003787,9,63.2,178,Yes,87076
INV003793,7,72.3,203,Yes,134386
INV003795,7,67.7,122,Yes,58273
INV003811,7,78.7,141,Yes,133025
INV003812,7,50.8,174,Yes,52802
INV003813,6,82.2,122,Yes,64566
INV003815,7,72.5,217,Yes,67344
INV003824,7,71.5,196,Yes,89175
INV003825,6,81.2,99,Yes,81324
INV003828,7,30.7,109,Yes,130613
INV003829,10,48.6,159,Yes,46819
INV003830,6,71.4,115,Yes,138223
INV003844,7,68.5,197,Yes,80033
INV003847,8,50.0,66,Yes,74501
INV003849,6,77.2,146,Yes,155813
INV003851,7,57.8,121,Yes,110621
INV003860,6,46.0,72,Yes,134277
INV003862,7,60.2,184,Yes,64749
INV003865,7,85.2,235,Yes,47194
INV003868,6,87.6,264,Yes,104999
INV003872,9,45.4,85,Yes,147109
INV003876,6,77.6,160,Yes,105794
INV003880,8,68.6,193,Yes,52016
INV003885,6,71.6,281,Yes,81864
INV003892,10,55.2,114,Yes,134271
INV003896,6,82.0,255,Yes,42369
INV003897,6,71.6,144,Yes,83553
INV003903,8,50.3,130,Yes,70037
INV003905,7,62.5,103,Yes,70428
INV003906,10,55.1,115,Yes,110358
INV003912,6,68.6,195,Yes,11911
INV003913,8,61.4,136,Yes,52158
INV003916,6,67.2,114,Yes,84860
INV003920,8,66.9,132,Yes,110581
INV003936,6,89.6,227,Yes,111274
INV003938,7,52.5,110,Yes,53978
INV003940,7,70.7,151,Yes,88836
INV003943,9,42.5,88,Yes,34838
INV003945,7,56.3,175,Yes,109342
INV003946,7,69.2,147,Yes,65153
INV003948,7,43.7,101,Yes,125023
INV003952,7,54.7,95,Yes,105758
INV003958,6,85.6,133,Yes,67157
INV003962,8,68.7,302,Yes,199896
INV003964,10,51.2,130,Yes,123334
INV003968,6,92.4,209,Yes,55226
INV003972,6,84.2,224,Yes,128157
INV003975,8,50.1,125,Yes,64647
INV003978,8,68.1,209,Yes,45310
INV003979,8,56.0,123,Yes,25613
INV003981,7,67.7,237,Yes,81844
INV003985,6,93.0,191,Yes,25396
INV003996,6,95.2,244,Yes,97507
INV004001,8,40.3,123,Yes,82786
INV004004,10,40.8,88,Yes,126080
INV004005,7,73.7,314,Yes,105889
INV004007,7,38.8,102,Yes,30426
INV004009,8,62.3,87,Yes,107439
INV004014,9,61.9,182,Yes,90606
INV004015,6,88.0,190,Yes,9734
INV004017,7,40.5,85,Yes,30279
INV004023,10,52.0,93,Yes,135403
INV004037,6,74.6,137,Yes,45922
INV004038,7,71.7,207,Yes,197810
INV004049,6,48.2,83,Yes,24571
INV004063,8,56.6,167,Yes,82106
INV004066,7,75.2,319,Yes,60661
INV004069,6,74.0,196,Yes,46504
INV004070,7,67.7,170,Yes,33039
INV004079,7,71.3,164,Yes,78640
INV004085,7,68.3,260,Yes,104748
INV004091,6,73.6,240,Yes,18538
INV004094,6,55.8,167,Yes,67103
INV004098,6,58.2,87,Yes,62582
INV004099,6,58.8,174,Yes,82312
INV004106,6,55.8,151,Yes,127689
INV004112,6,55.2,112,Yes,39234
INV004116,10,54.9,117,Yes,71428
INV004118,6,64.6,161,Yes,33694
INV004119,6,73.2,237,Yes,82689
INV004123,6,85.0,138,Yes,74440
INV004124,6,63.8,193,Yes,99942
INV004125,9,61.6,142,Yes,109430
INV004127,6,87.6,190,Yes,24949
INV004128,6,67.2,156,Yes,95704
INV004134,6,35.4,54,Yes,19310
INV004135,10,50.1,164,Yes,66097
INV004143,6,97.0,280,Yes,61426
INV004145,6,66.2,144,Yes,27711
INV004146,6,88.2,253,Yes,87690
INV004147,6,72.2,136,Yes,66900
INV004149,6,50.2,130,Yes,91943
INV004151,8,63.1,197,Yes,110790
INV004153,8,60.0,125,Yes,147218
INV004154,12,46.7,90,Yes,173527
INV004172,8,63.0,196,Yes,93496
INV004174,6,86.6,195,Yes,189509
INV004175,8,67.9,133,Yes,89272
INV004177,8,45.4,117,Yes,43904
INV004179,6,71.2,129,Yes,81566
INV004181,6,93.4,245,Yes,151759
INV004191,7,77.2,310,Yes,45090
INV004196,7,78.3,219,Yes,129129
INV004199,6,58.2,138,Yes,107979
INV004202,9,47.6,114,Yes,91560
INV004203,8,66.6,113,Yes,70384
INV004208,6,73.4,156,Yes,57000
INV004212,7,69.3,169,Yes,131156
INV004216,7,82.0,195,Yes,67522
INV004228,7,72.3,112,Yes,93293
INV004232,6,71.4,232,Yes,31031
INV004239,8,61.1,130,Yes,78887
INV004241,10,53.7,117,Yes,103788
INV004243,8,55.7,131,Yes,88380
INV004246,7,34.2,64,Yes,97439
INV004247,6,87.2,274,Yes,72050
INV004248,7,42.7,93,Yes,105673
INV004258,7,49.7,105,Yes,26892
INV004266,7,61.8,101,Yes,35786
INV004267,7,53.3,109,Yes,70239
INV004270,7,69.7,204,Yes,41505
INV004271,6,79.8,157,Yes,65605
INV004279,8,50.3,116,Yes,185997
INV004281,8,41.7,93,Yes,144759
INV004282,8,52.9,105,Yes,64136
INV004285,7,76.2,169,Yes,92708
INV004288,7,72.8,223,Yes,56841
INV004289,11,45.9,201,Yes,42501
INV004293,6,81.8,142,Yes,112638
INV004295,9,44.8,119,Yes,72695
INV004296,6,102.2,304,Yes,77419
INV004297,9,41.9,82,Yes,122117
INV004299,8,64.1,175,Yes,79344
INV004306,7,57.0,118,Yes,74056
INV004308,7,84.7,244,Yes,78626
INV004314,6,83.0,195,Yes,112485
INV004319,9,60.5,275,Yes,118001
INV004321,9,42.0,84,Yes,112711
INV004324,7,77.7,173,Yes,66304
INV004326,10,40.1,78,Yes,113261
INV004332,8,64.7,149,Yes,22464
INV004335,8,64.4,104,Yes,97637
INV004338,10,48.9,209,Yes,134505
INV004340,6,67.8,252,Yes,48935
INV004343,6,63.0,190,Yes,93065
INV004348,6,52.2,120,Yes,151261
INV004349,7,72.5,159,Yes,148067
INV004356,6,30.8,81,Yes,27375
INV004357,8,72.4,305,Yes,52555
INV004358,8,45.9,87,Yes,82583
INV004361,8,61.6,124,Yes,23906
INV004364,6,80.6,173,Yes,29363
INV004367,6,81.6,194,Yes,144139
INV004372,6,59.2,155,Yes,63764
INV004391,6,57.0,96,Yes,48086
INV004392,6,90.4,200,Yes,140197
INV004400,8,46.6,104,Yes,187490
INV004401,8,69.9,216,Yes,104242
INV004403,6,73.6,150,Yes,14286
INV004410,11,40.9,138,Yes,80237
INV004411,6,61.0,111,Yes,72503
INV004412,7,82.3,173,Yes,52390
INV004413,8,69.0,142,Yes,86246
INV004414,8,53.9,176,Yes,102062
INV004421,6,90.8,221,Yes,74958
INV004427,11,50.8,125,Yes,121193
INV004434,6,84.6,156,Yes,79432
INV004446,6,65.8,170,Yes,58236
INV004447,7,49.8,129,Yes,111566
INV004450,6,61.6,153,Yes,134333
INV004451,6,84.0,137,Yes,88776
INV004452,7,81.0,180,Yes,122309
INV004454,6,98.4,311,Yes,64506
INV004455,6,50.0,105,Yes,21070
INV004457,6,81.4,188,Yes,76498
INV004459,7,53.8,141,Yes,73438
INV004460,9,42.5,93,Yes,22621
INV004463,6,94.8,211,Yes,77554
INV004464,7,62.5,142,Yes,40228
INV004468,7,76.8,154,Yes,84516
INV004472,7,50.7,156,Yes,33126
INV004473,7,73.3,152,Yes,39115
INV004475,7,67.8,87,Yes,82023
INV004477,8,58.7,180,Yes,32359
INV004484,6,61.6,182,Yes,55149
INV004502,7,74.5,165,Yes,66742
INV004504,8,55.1,247,Yes,132537
INV004511,6,37.2,89,Yes,43556
INV004517,6,86.6,185,Yes,23579
INV004521,7,54.5,76,Yes,106363
INV004523,6,87.2,127,Yes,50318
INV004528,7,54.0,149,Yes,138706
INV004531,8,60.0,159,Yes,185354
INV004533,7,55.0,118,Yes,125539
INV004542,7,34.0,59,Yes,59894
INV004547,7,67.5,165,Yes,31048
INV004555,8,53.1,151,Yes,111824
INV004560,9,48.4,107,Yes,83591
INV004562,6,83.8,158,Yes,22466
INV004563,7,64.8,211,Yes,31702
INV004574,8,54.6,116,Yes,74831
INV004576,6,63.0,132,Yes,20595
INV004579,8,43.9,77,Yes,26842
INV004581,8,72.1,234,Yes,22116
INV004589,6,71.4,225,Yes,114379
INV004594,8,59.1,122,Yes,84370
INV004598,6,84.2,195,Yes,57630
INV004602,9,59.6,242,Yes,105254
INV004607,8,56.0,214,Yes,50699
INV004608,8,55.0,96,Yes,54558
INV004611,7,51.2,217,Yes,141572
INV004614,6,79.6,117,Yes,64197
INV004617,9,39.2,83,Yes,110799
INV004621,9,54.2,203,Yes,102050
INV004625,6,96.4,246,Yes,78521
INV004629,8,64.6,175,Yes,146298
INV004630,9,50.6,95,Yes,110756
INV004631,8,64.7,109,Yes,69846
INV004633,7,78.2,189,Yes,67555
INV004635,7,58.7,142,Yes,85919
INV004636,6,75.6,160,Yes,130293
INV004638,7,54.3,110,Yes,62637
INV004640,7,68.3,202,Yes,41628
INV004641,6,67.8,105,Yes,64235
INV004642,6,54.8,232,Yes,80404
INV004643,6,50.6,101,Yes,119017
INV004646,7,64.5,158,Yes,73768
INV004647,7,70.7,138,Yes,39400
INV004650,6,80.8,143,Yes,52840
INV004661,8,69.7,181,Yes,73293
INV004665,6,83.4,137,Yes,28833
INV004672,7,72.0,127,Yes,96541
INV004680,7,47.2,155,Yes,22796
INV004682,9,42.2,105,Yes,189171
INV004688,6,77.6,181,Yes,25122
INV004692,6,83.6,190,Yes,68610
INV004701,7,20.0,82,Yes,40757
INV004704,6,93.8,141,Yes,86091
INV004712,8,48.6,84,Yes,119402
INV004715,7,56.8,169,Yes,95968
INV004716,7,74.0,197,Yes,67590
INV004737,10,54.6,120,Yes,96021
INV004738,6,93.2,148,Yes,47110
INV004741,7,72.3,157,Yes,75811
INV004753,6,61.4,87,Yes,55874
INV004755,7,61.2,181,Yes,46605
INV004761,6,71.4,139,Yes,42001
INV004763,7,83.5,184,Yes,49983
INV004764,6,83.0,144,Yes,35426
INV004770,8,72.9,146,Yes,133901
INV004776,9,57.4,145,Yes,81198
INV004780,7,69.5,154,Yes,69763
INV004785,7,66.2,248,Yes,54819
INV004787,7,72.3,140,Yes,59162
INV004798,7,53.7,106,Yes,63589
INV004804,6,79.2,137,Yes,105080
INV004805,7,44.7,92,Yes,90625
INV004807,8,36.9,86,Yes,33686
INV004813,6,62.0,253,Yes,82203
INV004819,7,62.0,120,Yes,16931
INV004825,7,70.0,141,Yes,49187
INV004833,6,65.4,171,Yes,58795
INV004834,9,38.6,106,Yes,172198
INV004840,7,41.0,103,Yes,22257
INV004843,8,50.9,153,Yes,74856
INV004844,7,66.7,118,Yes,25433
INV004845,6,81.8,197,Yes,90582
INV004847,7,73.5,281,Yes,51384
INV004848,9,54.1,166,Yes,116418
INV004860,6,78.4,189,Yes,42106
INV004863,7,68.0,220,Yes,35988
INV004864,8,43.3,114,Yes,85458
INV004865,7,76.3,143,Yes,103440
INV004868,8,56.0,226,Yes,125207
INV004871,8,69.1,170,Yes,163615
INV004877,7,80.5,276,Yes,74162
INV004889,7,70.7,159,Yes,65286
INV004891,8,55.9,128,Yes,122650
INV004896,6,79.4,252,Yes,125806
INV004901,6,54.6,96,Yes,148100
INV004911,7,63.7,97,Yes,86745
INV004913,6,87.0,156,Yes,93099
INV004916,7,75.5,162,Yes,93354
INV004917,7,51.0,77,Yes,108261
INV004924,9,59.8,116,Yes,166708
INV004925,7,70.8,105,Yes,51377
INV004926,8,66.3,133,Yes,93001
INV004927,7,34.2,63,Yes,95667
INV004947,6,45.0,75,Yes,52036
INV004953,7,67.2,138,Yes,50981
INV004956,8,59.1,155,Yes,51297
INV004958,7,73.2,135,Yes,146343
INV004959,6,68.6,193,Yes,32047
INV004967,6,63.2,112,Yes,35869
INV004973,9,55.0,99,Yes,90235
INV004974,8,52.4,102,Yes,87162
INV004978,7,63.8,157,Yes,88463
INV004981,8,49.1,115,Yes,53117
INV004983,7,57.7,128,Yes,172616
INV004984,7,75.3,177,Yes,94301
INV004986,7,81.3,185,Yes,68422
INV004992,7,81.5,176,Yes,71260
INV004996,10,46.3,104,Yes,84912
INV004997,7,71.0,248,Yes,128346
